"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","module","type"
"222","RIT2",3.54486798771402,7.51576820285393,87.933960849538,0,0,1633.80010655169,2,"a"
"223","ROBO2",2.0088411570889,8.35495179042665,47.4550930906717,0,0,762.190674211087,2,"a"
"224","RORB",1.47210187706859,8.58994113316471,34.1741875164783,5.86055395675398e-205,3.91326232331461e-204,457.601754148881,1,"c"
"225","SCN1A",2.90812046636479,8.08372931130002,63.1664185216411,0,0,1120.82481368632,5,"c"
"226","SCN2A",1.73449928797899,8.82051509781726,41.3474821541534,1.00992506008071e-275,1.16733406944502e-274,620.455450217162,5,"c"
"227","SCN8A",1.00814341491167,9.07433730600381,36.6648711570716,3.36103400980486e-229,2.62004325601532e-228,513.153406116191,5,"c"
"228","SEMA5B",1.23847580107373,8.52744324601135,28.3119588824787,3.19835596173349e-150,1.42565015741099e-149,331.659723797807,2,"e"
"229","SEZ6",2.14787115488802,8.5200222652415,47.6608224549701,0,0,766.953713768406,238,"e"
"230","SEZ6L2",1.21645663961906,9.07961558895736,38.417127516366,1.71440552336092e-246,1.59630203175161e-245,553.011024891431,2,"a"
"231","SHANK1",1.70137296360452,8.73894373306813,41.5371659941565,1.26530323467154e-277,1.4934142403588e-276,624.846755847731,8,"c"
"232","SHANK2",1.80624767574861,8.60030093817392,43.9876127502826,2.87426862510651e-302,3.98121836006488e-301,681.610976526396,8,"a"
"233","SHOX",-1.53600192945739,6.32819575363086,-27.8732330196022,2.68617991651001e-146,1.16633096893025e-145,323.078572359897,241,"a"
"234","SLC12A5",1.87544121086501,8.83110205763995,46.3519646967494,0,0,736.481777600737,17,"c"
"235","SLC13A5",1.75851835390908,8.27421839009371,49.7276292867482,0,0,814.939464493116,243,"e"
"236","SLC1A2",1.31432372508302,9.35381589310992,44.256730340018,5.57284636160023e-305,7.84881554793443e-304,687.545123618313,8,"c"
"237","SLC22A9",1.72189527865709,6.22797147349368,29.3433526910136,1.48494212185139e-159,7.31989116536158e-159,353.605670184804,247,"a"
"238","SLC24A2",2.28459605310344,8.54496082400907,51.2385140889175,0,0,849.900466619721,17,"a"
"239","SLC30A3",1.37217001849462,7.88081395225055,27.4672869273112,1.08270271030342e-142,4.60560848342266e-142,314.553956507505,7,"e"
"240","SLC4A10",2.10764844972921,8.44463965650059,44.3385031716277,8.35073560435915e-306,1.1962250318723e-304,689.794124022781,261,"c"
"241","SLC6A1",1.14545137945891,9.20387189733185,33.7406950113221,8.67038755071884e-201,5.56765116283708e-200,447.744655692958,17,"c"
"242","SLC7A11",1.07056827228747,8.99039555886175,37.0273881421945,9.18501070415164e-233,7.54611663733243e-232,521.407136400031,8,"e"
"243","SLC7A3",1.5386798905035,7.12731670730374,27.0541705584289,4.75809483402711e-139,1.97880072998249e-138,306.329205226355,263,"a"
"244","SLITRK5",1.14445460526942,8.88518327238945,31.6859607408126,2.93173924610971e-181,1.63786499215996e-180,402.935904468045,8,"a"
"245","SNAP25",1.57505718521393,9.23238562703448,46.9151939010841,0,0,749.417634606148,7,"c"
"246","SOX2",1.76879666603027,8.73665414598778,39.0427937976716,1.05129383680169e-252,1.02440027353467e-251,567.492693816344,1,"e"
"247","ST8SIA2",1.43062126197076,7.74007670635695,29.9721652598747,2.57863843849635e-165,1.33388827867898e-164,366.629615384891,7,"c"
"248","SYT1",1.30970312051774,9.1464969645086,37.9435931651263,8.38549135280001e-242,7.43602301973164e-241,542.207581738903,7,"a"
"249","SYT14",1.76389015244662,8.44164599059292,40.8327038638067,1.4493237986632e-270,1.59807018852601e-269,608.656883878211,7,"e"
"250","TBR1",2.4570227543868,7.1504559237627,42.6713570758054,5.13254259265656e-289,6.41950849648686e-288,651.398279375547,5,"a"
"251","TDO2",1.10878761882163,6.9441151005106,18.6632265615882,3.50071842444794e-72,8.88970315056781e-72,152.65165453726,4,"a"
"252","TENM2",1.20833329375799,8.67822463429047,28.9104087814761,1.28053819191901e-155,6.07983572140583e-155,344.020325445665,283,"e"
"253","TM4SF19",-1.63798816370697,6.74516403851664,-29.8001285495232,9.82686102550694e-164,5.00602403609411e-163,363.136976073517,285,"a"
"254","TRPM1",1.45912420740688,6.78167616236835,25.1704488458688,8.52539242307194e-123,3.23270536223271e-122,269.000557191471,293,"c"
"255","TTR",1.3195031934105,7.88933012476745,24.9217350895122,1.07170053399462e-120,3.94762658236259e-120,263.965342820755,13,"e"
"256","TUBB3",1.46824640190859,9.00515586357801,39.9591317008979,7.81524738926668e-262,8.08540408914257e-261,588.400131178877,3,"e"
"257","UNC13A",1.75534468409596,8.86812846604314,45.6213997892652,9.58516996870769e-319,1.55968372308925e-317,719.489820932954,7,"a"
"258","UNC79",1.19725946953582,8.89619929842812,33.8847509905109,3.58128955663985e-202,2.31746768221173e-201,451.068669741646,23,"a"
"259","UNC80",2.24587802659153,8.56121886283704,50.961919594155,0,0,843.499551659209,23,"c"
"260","USH2A",1.22106695130885,7.76169241023397,33.1893209847476,1.65298567556362e-195,1.0185308795017e-194,436.097129605339,3,"a"
"261","VDR",-1.01789114750703,8.6350084350748,-41.144227380119,1.09990913827339e-273,1.2455727809096e-272,615.673396144058,1,"a"
"262","ZFP57",2.15847202743956,7.72901440475131,46.8926007784517,0,0,749.259202516672,311,"e"
"263","ZNF804A",1.74955318044115,8.23926873981371,41.3871975478307,4.03753325053468e-276,4.69924008881675e-275,621.490626970655,5,"a"
