"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AGXT2",-0.200300863002147,7.98742973048065,-5.22927254889726,1.86610663839827e-07,2.35080966135885e-07,4.56150439033636
"WDR35",0.0527785565940227,11.7940756120396,5.46431312835818,5.18323317398933e-08,6.58655394598643e-08,4.37218100230051
"ASH1L",-0.0499395818659434,12.1851498943033,-5.30075002500767,1.27091244685662e-07,1.60798053058816e-07,3.37089511462032
"QSOX2",0.041439724859529,11.9115552038057,5.15819385885334,2.72129733698511e-07,3.41335140113219e-07,2.66129486435429
"WAC",-0.0485586788480893,12.2780944914073,-5.02233812723419,5.52380101088516e-07,6.89882443848748e-07,1.96027801550894
"PSG4",0.208501932181219,8.25254124971638,4.69338768707019,2.85583006923056e-06,3.52138368705972e-06,1.91883953283108
"PPP2R5D",-0.0436995254714539,12.1269603153996,-4.92175039796585,9.22713083570396e-07,1.14747652700421e-06,1.4519348115442
"ARL8A",-0.0458844111714656,12.148967943206,-4.74167848072316,2.25806020195909e-06,2.79615114370253e-06,0.59206130780132
"CTNNB1",-0.0421161191468071,12.2929260665142,-4.37993105420878,1.24400167715691e-05,1.52744509726861e-05,-1.02887922737141
"TBL1XR1",-0.0398348492775223,12.1703035339425,-4.37888647573544,1.24992554228014e-05,1.52827030589714e-05,-1.0457262143337
"GSTA1",-0.219719824182577,9.44059704783096,-3.95060039610552,8.04609131651167e-05,9.71540486765517e-05,-1.33380494007454
"HSF4",0.0436662932444904,12.0021915686807,4.27638359881522,1.9823989511619e-05,2.41371587777453e-05,-1.48480493624769
"NACC1",0.0393623795878007,12.1043897813723,4.1172487654059,3.97866124128293e-05,4.82412675505555e-05,-2.15168739809902
"SCUBE3",0.0688314604629586,11.1570356523325,3.63211397041477,0.000287670526579171,0.0003430824722727,-3.06528327714103
"INSC",-0.165230089308375,10.5031358048254,-3.50392082468123,0.000467807183915502,0.000555640369466984,-3.07058152218746
"POM121L12",-0.0499116091427354,7.6319929536446,-3.37825591848796,0.000742438820064655,0.000874695128092367,-3.31959152843203
"LDLR",-0.0372876906737079,11.8541623945103,-3.75091779057118,0.000180834623706858,0.000216555043204509,-3.52322066876193
"PPP5C",-0.033060982989542,12.0900849891076,-3.75626499520644,0.000177040810280723,0.000212887916494588,-3.56411385065918
"SLC6A2",-0.175100916204223,8.76667213551579,-3.21468735832591,0.00132516380843989,0.00154868541468277,-3.91951382429654
"PAX5",-0.179635557825373,9.90946284484074,-3.02446673258805,0.00252010854491969,0.00288721097075445,-4.51132911481776
"TAOK1",-0.0317497481239229,12.1701522548633,-3.47813383268907,0.000514928547117094,0.000609122793540953,-4.56050238004377
"SLC22A2",-0.166445832130622,9.00919115823543,-2.96888083342963,0.00302181545364099,0.00344842469415501,-4.69233823733831
"METTL20",-0.0232721717842859,11.6376125662992,-3.30958020894764,0.000949743833866023,0.00111441715989925,-4.79415472130498
"LYZL2",-0.0598438907939361,7.69378679646068,-2.85542121673184,0.00433908746494029,0.00491313016458219,-4.94450660366493
"TRMT61B",0.0260098999066755,11.6913489533222,3.18381703937827,0.00147419252210175,0.00171596009572643,-5.27557312186376
"ZMYND8",0.0275147661870594,12.0711929061727,3.15932496989506,0.00160326289843587,0.00185876296193163,-5.61762728203096
"TOM1L2",0.0308924350952589,12.2739779386903,3.0740489636556,0.0021382003001399,0.00246911225135203,-5.86848471404745
"WDR59",-0.0251316217994157,12.0658404703138,-3.04002102276516,0.00239406078169521,0.00275364303349133,-5.98634179099007
"CC2D1A",-0.0262377711742738,12.1294112619383,-2.94935836849849,0.00321861404405888,0.00365865893289506,-6.25515105334227
"FBXL6",-0.0142124918186029,11.8865743988984,-2.79000806654241,0.00531702391060091,0.00599710836428242,-6.67252699038932
"CDC20B",-0.083945173371966,8.16871270071488,-1.95465483545835,0.0507528745992539,0.0551085317476973,-7.12949245795537
"EYA4",0.105389462464816,10.9590654804938,2.09716169229802,0.0360954471417652,0.0393399817163059,-7.27563425703767
"GPRC5C",0.0382177881037493,11.8479836784837,2.51864137891485,0.011852679414187,0.0132658834981863,-7.35375934336647
"PCCB",-0.0210308052588385,11.9678061148346,-2.52028303014586,0.0117977032978497,0.013255334593337,-7.42024395287828
"RAB40C",0.022381970745918,12.0434143163632,2.50189329327657,0.0124266672688248,0.0138550198284599,-7.47206130789166
"RECQL5",-0.018629617930359,11.9285147047015,-2.48365577521167,0.0130795957927966,0.0145273373118466,-7.5000880477889
"C1orf177",0.0902126546897131,9.14462838158951,1.54523329459012,0.122436578499457,0.130509319938981,-7.90562348291299
"DYNC1H1",0.023369711836549,12.4133907046656,2.25985597956092,0.0239295845296079,0.0263388395713512,-8.01944448144255
"SPAST",0.0181928511440952,11.9313276554162,2.26242453074759,0.0237703058782325,0.0263009848310481,-8.02187403720578
"SMARCC2",-0.0210420857366965,12.2244864840718,-2.25895713567145,0.0239855411904058,0.0263388395713512,-8.04036832363613
"RECK",0.0199606401510033,11.7389050859806,2.09853911846178,0.0359735960437041,0.0393399817163059,-8.19855364563296
"CD101",-0.03934813752825,10.7634834238539,-1.17881204750998,0.238603079869474,0.249760777848982,-8.63928185007897
"RFX3",0.0148999065965879,11.9097171886829,1.94905041962895,0.0514189083019819,0.0556241721779804,-8.67109449995338
"MST1",0.0140528924254085,11.7719191967702,1.82177695552127,0.0686273078135921,0.0739649873102049,-8.78827747634324
"SKI",-0.0173077803217655,12.1916248090787,-1.80683634898834,0.0709271366836046,0.0761616117156049,-8.9613576823626
"GTF3C4",0.014703130505842,11.9039651182647,1.77663986816498,0.0757684648040277,0.0810611149190149,-8.98877152523912
"NPC1L1",0.023648060187385,10.4164641262264,0.578955949409974,0.562679364610624,0.574525245970848,-8.98957455053232
"TYR",-0.0101253938564188,8.04237233121002,-0.267603226385069,0.78903033940203,0.797249405437468,-8.9959068090987
"TCF20",-0.0116833039475339,11.9809445699297,-1.48430738545737,0.137873544105044,0.146427742096963,-9.49329245517002
"COBLL1",-0.0174384131091914,11.8062702059261,-1.38820573715292,0.165217800162195,0.174830472171632,-9.52432045457156
"RINL",0.0127298582907336,11.6672647433403,1.1453561659705,0.252188746021978,0.26303557380787,-9.64616195392311
"TECR",-0.0127284340483965,12.2187054810794,-1.29838710790572,0.194293186457566,0.204852598765043,-9.74762275050826
"HSD17B4",-0.01198601327354,12.1801470575387,-1.26173299766125,0.207181339577352,0.217652598617362,-9.7981626871996
"ZNF416",0.00301313951622249,11.4560335554241,0.367349036909567,0.713394728545445,0.725866664359176,-9.90862121186375
"CCDC66",0.00614013110025234,11.8603785156743,1.1116539891583,0.266410873534317,0.276877014994594,-9.91992597122033
"CORO1A",-0.0153708180871701,12.0240655327534,-0.917228625167866,0.359125420738671,0.371905684821898,-10.178075328904
"TSC1",-0.00692340259983282,12.1482095587953,-0.770832760657468,0.44089051382221,0.4549614876676,-10.2994097570186
"POGZ",-0.00684262080270116,12.2203720228891,-0.724206946715651,0.469017256146972,0.482275694483282,-10.3281067184452
"PRR12",0.00562594670278061,12.0251259985039,0.668265251260833,0.504035811655623,0.516459229548543,-10.3749343830244
"COLQ",0.00158961861419499,11.764898741191,0.178147374624519,0.85862397095562,0.86158474326926,-10.4269397375467
"MBD5",0.00239866533965074,11.860417986465,0.356903724927704,0.721198802156997,0.731250353406572,-10.4760171426148
"SLC9A1",0.0018337749162406,11.977904087097,0.187655166146764,0.851164633267494,0.857055045954466,-10.5760401949196
"PI4K2A",0.000912453566715193,12.0251902864776,0.109913901946978,0.912487884807608,0.912487884807608,-10.592412773216
