HPO,p_val,module
HP:0000769,0.0594,1
HP:0000771,0.0019,1
HP:0000772,0.0269,1
HP:0000773,0.116,1
HP:0000774,0.0728,1
HP:0000775,0.0,1
HP:0000776,0.0,1
HP:0000777,0.0805,1
HP:0000778,0.067,1
HP:0000782,0.0719,1
HP:0000786,0.0,1
HP:0000787,0.0954,1
HP:0000789,0.0001,1
HP:0000790,0.054,1
HP:0000791,0.076,1
HP:0000793,0.045,1
HP:0000794,0.0074,1
HP:0000795,0.0,1
HP:0000796,0.0284,1
HP:0000798,0.0716,1
HP:0000799,0.0707,1
HP:0000800,0.359,1
HP:0000802,0.0592,1
HP:0000803,0.0012,1
HP:0000804,0.0077,1
HP:0000805,0.1275,1
HP:0000807,0.0002,1
HP:0000808,0.0,1
HP:0000811,0.0,1
HP:0000812,0.0,1
HP:0000813,0.0636,1
HP:0000815,0.0645,1
HP:0000816,0.0002,1
HP:0000817,0.1394,1
HP:0000818,0.0,1
HP:0000819,0.0,1
HP:0000820,0.0005,1
HP:0000821,0.0098,1
HP:0000822,0.0035,1
HP:0000823,0.0604,1
HP:0000824,0.0006,1
HP:0000825,0.0,1
HP:0000826,0.0485,1
HP:0000828,0.0555,1
HP:0000829,0.0043,1
HP:0000830,0.0,1
HP:0000831,0.0003,1
HP:0000832,0.0004,1
HP:0000834,0.0,1
HP:0000835,0.0006,1
HP:0000836,0.0797,1
HP:0000837,0.0,1
HP:0000839,0.0077,1
HP:0000840,0.0207,1
HP:0000841,0.8097,1
HP:0000842,0.0,1
HP:0000843,0.0727,1
HP:0000845,0.0,1
HP:0000846,0.0,1
HP:0000847,0.4599,1
HP:0000848,0.6562,1
HP:0000849,0.0104,1
HP:0000851,0.0006,1
HP:0000852,0.0014,1
HP:0000853,0.0763,1
HP:0000854,0.1393,1
HP:0000855,0.0,1
HP:0000857,0.0122,1
HP:0000858,0.0,1
HP:0000859,0.3495,1
HP:0000860,0.0002,1
HP:0000863,0.0102,1
HP:0000864,0.0,1
HP:0000866,0.0077,1
HP:0000867,0.0089,1
HP:0000868,0.0,1
HP:0000869,0.0,1
HP:0000870,0.0009,1
HP:0000871,0.0045,1
HP:0000872,0.0729,1
HP:0000873,0.0742,1
HP:0000875,0.0,1
HP:0000876,0.0,1
HP:0000877,0.0,1
HP:0000878,0.1328,1
HP:0000879,0.0094,1
HP:0000882,0.0749,1
HP:0000883,0.1377,1
HP:0000884,0.0128,1
HP:0000885,0.0029,1
HP:0000886,0.0141,1
HP:0000887,0.1182,1
HP:0000888,0.1501,1
HP:0000889,0.0,1
HP:0000890,0.0418,1
HP:0000891,0.0679,1
HP:0000892,0.0764,1
HP:0000893,0.0141,1
HP:0000894,0.0478,1
HP:0000895,0.2466,1
HP:0000896,0.0015,1
HP:0000897,0.045,1
HP:0000900,0.0048,1
HP:0000902,0.0118,1
HP:0000904,0.0515,1
HP:0000905,0.002,1
HP:0000907,0.2074,1
HP:0000910,0.0292,1
HP:0000911,0.3666,1
HP:0000912,0.0718,1
HP:0000913,0.091,1
HP:0000914,0.0001,1
HP:0000915,0.0004,1
HP:0000916,0.006,1
HP:0000917,0.0003,1
HP:0000918,0.0015,1
HP:0000919,0.0015,1
HP:0000920,0.0522,1
HP:0000921,0.0832,1
HP:0000922,0.2472,1
HP:0000923,0.0081,1
HP:0000924,0.0,1
HP:0000925,0.0,1
HP:0000926,0.0532,1
HP:0000927,0.0195,1
HP:0000929,0.0,1
HP:0000932,0.0,1
HP:0000934,0.0205,1
HP:0000935,0.0012,1
HP:0000938,0.0,1
HP:0000939,0.0006,1
HP:0000940,0.0203,1
HP:0000941,0.0148,1
HP:0000943,0.0837,1
HP:0000944,0.0944,1
HP:0000946,0.0056,1
HP:0000947,0.3151,1
HP:0000951,0.0003,1
HP:0000952,0.0006,1
HP:0000953,0.0003,1
HP:0000954,0.0001,1
HP:0000956,0.033,1
HP:0000957,0.0956,1
HP:0000958,0.0004,1
HP:0000960,0.0051,1
HP:0000961,0.0003,1
HP:0000962,0.0266,1
HP:0000963,0.0001,1
HP:0000964,0.0253,1
HP:0000965,0.012,1
HP:0000966,0.0669,1
HP:0000967,0.0006,1
HP:0000968,0.0682,1
HP:0000969,0.0119,1
HP:0000970,0.0,1
HP:0000971,0.0021,1
HP:0000972,0.0603,1
HP:0000973,0.0777,1
HP:0000974,0.0049,1
HP:0000975,0.0311,1
HP:0000976,0.0021,1
HP:0000977,0.0017,1
HP:0000978,0.0864,1
HP:0000979,0.0077,1
HP:0000980,0.1233,1
HP:0000982,0.0295,1
HP:0000987,0.0001,1
HP:0000988,0.0056,1
HP:0000989,0.0001,1
HP:0000991,0.0052,1
HP:0000992,0.0002,1
HP:0000993,0.6894,1
HP:0000995,0.0788,1
HP:0000996,0.0085,1
HP:0000997,0.0,1
HP:0000998,0.0011,1
HP:0000999,0.0942,1
HP:0001000,0.0026,1
HP:0001001,0.0122,1
HP:0001003,0.0647,1
HP:0001004,0.1112,1
HP:0001005,0.0001,1
HP:0001006,0.0,1
HP:0001007,0.0,1
HP:0001008,0.2219,1
HP:0001009,0.1045,1
HP:0001010,0.0744,1
HP:0001012,0.0742,1
HP:0001013,0.0,1
HP:0001014,0.0871,1
HP:0001015,0.0018,1
HP:0001017,0.0968,1
HP:0001018,0.0001,1
HP:0001019,0.0019,1
HP:0001022,0.1502,1
HP:0001024,0.0719,1
HP:0001025,0.0023,1
HP:0001027,0.4215,1
HP:0001028,0.0719,1
HP:0001029,0.0129,1
HP:0001030,0.0671,1
HP:0001031,0.0719,1
HP:0001032,0.0001,1
HP:0001033,0.1715,1
HP:0001034,0.0008,1
HP:0001036,0.0002,1
HP:0001038,0.3845,1
HP:0001039,0.0,1
HP:0001040,0.064,1
HP:0001041,0.0089,1
HP:0001042,0.0126,1
HP:0001043,0.0,1
HP:0001045,0.0749,1
HP:0001046,0.1255,1
HP:0001047,0.0495,1
HP:0001048,0.081,1
HP:0001050,0.0038,1
HP:0001051,0.0321,1
HP:0001052,0.1353,1
HP:0001053,0.0694,1
HP:0001054,0.0002,1
HP:0001055,0.1592,1
HP:0001056,0.0656,1
HP:0001057,0.1295,1
HP:0001058,0.0852,1
HP:0001059,0.0072,1
HP:0001060,0.0485,1
HP:0001061,0.0098,1
HP:0001062,0.0,1
HP:0001063,0.0005,1
HP:0001065,0.0033,1
HP:0001067,0.0005,1
HP:0001069,0.0004,1
HP:0001070,0.0,1
HP:0001071,0.0969,1
HP:0001072,0.0192,1
HP:0001073,0.2952,1
HP:0001074,0.0,1
